date;time;consumption
19.01.2017;13:45:00;14,00000
19.01.2017;14:00:00;14,00000
19.01.2017;14:15:00;13,75000
19.01.2017;14:30:00;14,00000
19.01.2017;14:45:00;14,25000
19.01.2017;15:00:00;14,00000
19.01.2017;15:15:00;14,25000
19.01.2017;15:30:00;14,00000
19.01.2017;15:45:00;13,75000
19.01.2017;16:00:00;13,75000
19.01.2017;16:15:00;13,25000
19.01.2017;16:30:00;13,25000
19.01.2017;16:45:00;13,50000
19.01.2017;17:00:00;13,75000
19.01.2017;17:15:00;14,00000
19.01.2017;17:30:00;14,25000
19.01.2017;17:45:00;14,25000
19.01.2017;18:00:00;13,25000
19.01.2017;18:15:00;12,25000
19.01.2017;18:30:00;11,25000
19.01.2017;18:45:00;11,25000
19.01.2017;19:00:00;10,50000
19.01.2017;19:15:00;10,50000
19.01.2017;19:30:00;10,75000
19.01.2017;19:45:00;10,25000
19.01.2017;20:00:00;11,00000
19.01.2017;20:15:00;10,50000
19.01.2017;20:30:00;9,75000
19.01.2017;20:45:00;9,75000
19.01.2017;21:00:00;9,25000
19.01.2017;21:15:00;8,25000
19.01.2017;21:30:00;7,75000
19.01.2017;21:45:00;8,25000
19.01.2017;22:00:00;8,25000
19.01.2017;22:15:00;8,00000
19.01.2017;22:30:00;8,50000
19.01.2017;22:45:00;8,00000
19.01.2017;23:00:00;7,75000
19.01.2017;23:15:00;8,00000
19.01.2017;23:30:00;7,50000
19.01.2017;23:45:00;7,00000
20.01.2017;00:00:00;7,25000
20.01.2017;00:15:00;7,25000
20.01.2017;00:30:00;7,25000
20.01.2017;00:45:00;7,25000
20.01.2017;01:00:00;7,25000
20.01.2017;01:15:00;7,25000
20.01.2017;01:30:00;7,50000
20.01.2017;01:45:00;7,00000
20.01.2017;02:00:00;6,75000
20.01.2017;02:15:00;7,00000
20.01.2017;02:30:00;7,00000
20.01.2017;02:45:00;6,75000
20.01.2017;03:00:00;7,00000
20.01.2017;03:15:00;7,00000
20.01.2017;03:30:00;6,50000
20.01.2017;03:45:00;7,25000
20.01.2017;04:00:00;7,00000
20.01.2017;04:15:00;6,50000
20.01.2017;04:30:00;7,00000
20.01.2017;04:45:00;7,00000
20.01.2017;05:00:00;6,75000
20.01.2017;05:15:00;7,00000
20.01.2017;05:30:00;7,00000
20.01.2017;05:45:00;8,25000
20.01.2017;06:00:00;8,00000
20.01.2017;06:15:00;10,75000
20.01.2017;06:30:00;11,25000
20.01.2017;06:45:00;13,00000
20.01.2017;07:00:00;14,25000
20.01.2017;07:15:00;14,50000
20.01.2017;07:30:00;14,75000
20.01.2017;07:45:00;15,50000
20.01.2017;08:00:00;15,00000
20.01.2017;08:15:00;13,00000
20.01.2017;08:30:00;13,25000
20.01.2017;08:45:00;13,25000
20.01.2017;09:00:00;14,00000
20.01.2017;09:15:00;13,75000
20.01.2017;09:30:00;14,75000
20.01.2017;09:45:00;14,50000
20.01.2017;10:00:00;14,50000
20.01.2017;10:15:00;14,75000
20.01.2017;10:30:00;15,00000
20.01.2017;10:45:00;14,50000
20.01.2017;11:00:00;14,50000
20.01.2017;11:15:00;14,25000
20.01.2017;11:30:00;14,25000
20.01.2017;11:45:00;15,00000
20.01.2017;12:00:00;14,50000
20.01.2017;12:15:00;14,50000
20.01.2017;12:30:00;14,25000
20.01.2017;12:45:00;14,50000
20.01.2017;13:00:00;15,00000
20.01.2017;13:15:00;14,75000
20.01.2017;13:30:00;13,75000
20.01.2017;13:45:00;14,00000
20.01.2017;14:00:00;13,75000
20.01.2017;14:15:00;13,75000
20.01.2017;14:30:00;13,25000
20.01.2017;14:45:00;13,25000
20.01.2017;15:00:00;13,50000
20.01.2017;15:15:00;13,25000
20.01.2017;15:30:00;13,00000
20.01.2017;15:45:00;12,25000
20.01.2017;16:00:00;12,75000
20.01.2017;16:15:00;12,75000
20.01.2017;16:30:00;12,50000
20.01.2017;16:45:00;12,00000
20.01.2017;17:00:00;12,50000
20.01.2017;17:15:00;12,50000
20.01.2017;17:30:00;12,75000
20.01.2017;17:45:00;13,00000
20.01.2017;18:00:00;11,50000
20.01.2017;18:15:00;10,25000
20.01.2017;18:30:00;9,75000
20.01.2017;18:45:00;9,25000
20.01.2017;19:00:00;10,00000
20.01.2017;19:15:00;10,50000
20.01.2017;19:30:00;9,50000
20.01.2017;19:45:00;9,00000
20.01.2017;20:00:00;9,00000
20.01.2017;20:15:00;7,75000
20.01.2017;20:30:00;7,50000
20.01.2017;20:45:00;7,75000
20.01.2017;21:00:00;8,00000
20.01.2017;21:15:00;8,50000
20.01.2017;21:30:00;8,25000
20.01.2017;21:45:00;8,50000
20.01.2017;22:00:00;8,25000
20.01.2017;22:15:00;8,25000
20.01.2017;22:30:00;8,25000
20.01.2017;22:45:00;7,75000
20.01.2017;23:00:00;7,75000
20.01.2017;23:15:00;8,00000
20.01.2017;23:30:00;8,00000
20.01.2017;23:45:00;7,50000
21.01.2017;00:00:00;7,50000
21.01.2017;00:15:00;7,25000
21.01.2017;00:30:00;7,50000
21.01.2017;00:45:00;7,25000
21.01.2017;01:00:00;7,00000
21.01.2017;01:15:00;7,50000
21.01.2017;01:30:00;7,00000
21.01.2017;01:45:00;7,00000
21.01.2017;02:00:00;7,00000
21.01.2017;02:15:00;7,25000
21.01.2017;02:30:00;7,25000
21.01.2017;02:45:00;7,00000
21.01.2017;03:00:00;7,00000
21.01.2017;03:15:00;7,00000
21.01.2017;03:30:00;7,50000
21.01.2017;03:45:00;7,50000
21.01.2017;04:00:00;7,25000
21.01.2017;04:15:00;7,25000
21.01.2017;04:30:00;7,25000
21.01.2017;04:45:00;7,25000
21.01.2017;05:00:00;7,25000
21.01.2017;05:15:00;7,25000
21.01.2017;05:30:00;7,25000
21.01.2017;05:45:00;7,50000
21.01.2017;06:00:00;7,25000
21.01.2017;06:15:00;7,25000
21.01.2017;06:30:00;7,25000
21.01.2017;06:45:00;7,25000
21.01.2017;07:00:00;7,75000
21.01.2017;07:15:00;7,25000
21.01.2017;07:30:00;7,75000
21.01.2017;07:45:00;7,75000
21.01.2017;08:00:00;7,75000
21.01.2017;08:15:00;8,00000
21.01.2017;08:30:00;7,75000
21.01.2017;08:45:00;7,50000
21.01.2017;09:00:00;7,25000
21.01.2017;09:15:00;7,25000
21.01.2017;09:30:00;7,25000
21.01.2017;09:45:00;7,00000
21.01.2017;10:00:00;7,50000
21.01.2017;10:15:00;7,25000
21.01.2017;10:30:00;7,25000
21.01.2017;10:45:00;7,25000
21.01.2017;11:00:00;7,25000
21.01.2017;11:15:00;7,00000
21.01.2017;11:30:00;7,25000
21.01.2017;11:45:00;7,00000
21.01.2017;12:00:00;7,00000
21.01.2017;12:15:00;7,25000
21.01.2017;12:30:00;6,75000
21.01.2017;12:45:00;7,00000
21.01.2017;13:00:00;7,00000
21.01.2017;13:15:00;7,25000
21.01.2017;13:30:00;7,00000
21.01.2017;13:45:00;7,00000
21.01.2017;14:00:00;7,00000
21.01.2017;14:15:00;7,00000
21.01.2017;14:30:00;7,00000
21.01.2017;14:45:00;7,00000
21.01.2017;15:00:00;7,00000
21.01.2017;15:15:00;7,25000
21.01.2017;15:30:00;7,00000
21.01.2017;15:45:00;7,00000
21.01.2017;16:00:00;7,25000
21.01.2017;16:15:00;7,00000
21.01.2017;16:30:00;7,50000
21.01.2017;16:45:00;7,75000
21.01.2017;17:00:00;8,25000
21.01.2017;17:15:00;8,25000
21.01.2017;17:30:00;8,25000
21.01.2017;17:45:00;8,00000
21.01.2017;18:00:00;8,25000
21.01.2017;18:15:00;8,25000
21.01.2017;18:30:00;8,25000
21.01.2017;18:45:00;8,00000
21.01.2017;19:00:00;8,25000
21.01.2017;19:15:00;8,25000
21.01.2017;19:30:00;8,50000
21.01.2017;19:45:00;8,00000
21.01.2017;20:00:00;7,25000
21.01.2017;20:15:00;7,50000
21.01.2017;20:30:00;7,25000
21.01.2017;20:45:00;7,50000
21.01.2017;21:00:00;7,25000
21.01.2017;21:15:00;7,25000
21.01.2017;21:30:00;7,75000
21.01.2017;21:45:00;7,50000
21.01.2017;22:00:00;7,50000
21.01.2017;22:15:00;7,25000
21.01.2017;22:30:00;7,25000
21.01.2017;22:45:00;7,50000
21.01.2017;23:00:00;7,50000
21.01.2017;23:15:00;7,25000
21.01.2017;23:30:00;7,50000
21.01.2017;23:45:00;7,25000
22.01.2017;00:00:00;7,50000
22.01.2017;00:15:00;7,25000
22.01.2017;00:30:00;7,25000
22.01.2017;00:45:00;7,50000
22.01.2017;01:00:00;7,25000
22.01.2017;01:15:00;7,25000
22.01.2017;01:30:00;7,50000
22.01.2017;01:45:00;7,25000
22.01.2017;02:00:00;7,25000
22.01.2017;02:15:00;7,25000
22.01.2017;02:30:00;7,50000
22.01.2017;02:45:00;7,25000
22.01.2017;03:00:00;7,25000
22.01.2017;03:15:00;7,25000
22.01.2017;03:30:00;7,50000
22.01.2017;03:45:00;7,25000
22.01.2017;04:00:00;7,25000
22.01.2017;04:15:00;7,25000
22.01.2017;04:30:00;7,25000
22.01.2017;04:45:00;7,50000
22.01.2017;05:00:00;7,25000
22.01.2017;05:15:00;7,50000
22.01.2017;05:30:00;7,25000
22.01.2017;05:45:00;7,25000
22.01.2017;06:00:00;7,25000
22.01.2017;06:15:00;7,25000
22.01.2017;06:30:00;7,50000
22.01.2017;06:45:00;7,50000
22.01.2017;07:00:00;7,75000
22.01.2017;07:15:00;7,25000
22.01.2017;07:30:00;7,50000
22.01.2017;07:45:00;8,00000
22.01.2017;08:00:00;7,50000
22.01.2017;08:15:00;7,50000
22.01.2017;08:30:00;7,00000
22.01.2017;08:45:00;7,50000
22.01.2017;09:00:00;7,25000
22.01.2017;09:15:00;7,25000
22.01.2017;09:30:00;7,00000
22.01.2017;09:45:00;7,50000
22.01.2017;10:00:00;7,00000
22.01.2017;10:15:00;7,50000
22.01.2017;10:30:00;7,25000
22.01.2017;10:45:00;7,00000
22.01.2017;11:00:00;7,00000
22.01.2017;11:15:00;7,25000
22.01.2017;11:30:00;7,25000
22.01.2017;11:45:00;7,25000
22.01.2017;12:00:00;7,00000
22.01.2017;12:15:00;7,25000
22.01.2017;12:30:00;7,00000
22.01.2017;12:45:00;7,25000
22.01.2017;13:00:00;6,75000
22.01.2017;13:15:00;7,25000
22.01.2017;13:30:00;7,00000
22.01.2017;13:45:00;7,00000
22.01.2017;14:00:00;7,00000
22.01.2017;14:15:00;7,00000
22.01.2017;14:30:00;7,25000
22.01.2017;14:45:00;7,00000
22.01.2017;15:00:00;7,00000
22.01.2017;15:15:00;7,25000
22.01.2017;15:30:00;7,00000
22.01.2017;15:45:00;7,25000
22.01.2017;16:00:00;7,00000
22.01.2017;16:15:00;7,25000
22.01.2017;16:30:00;7,50000
22.01.2017;16:45:00;7,25000
22.01.2017;17:00:00;7,25000
22.01.2017;17:15:00;7,25000
22.01.2017;17:30:00;7,50000
22.01.2017;17:45:00;7,25000
22.01.2017;18:00:00;7,25000
22.01.2017;18:15:00;7,50000
22.01.2017;18:30:00;7,25000
22.01.2017;18:45:00;7,50000
22.01.2017;19:00:00;7,00000
22.01.2017;19:15:00;7,50000
22.01.2017;19:30:00;7,25000
22.01.2017;19:45:00;7,25000
22.01.2017;20:00:00;7,25000
22.01.2017;20:15:00;7,25000
22.01.2017;20:30:00;7,75000
22.01.2017;20:45:00;7,75000
22.01.2017;21:00:00;7,75000
22.01.2017;21:15:00;7,50000
22.01.2017;21:30:00;7,25000
22.01.2017;21:45:00;7,00000
22.01.2017;22:00:00;7,50000
22.01.2017;22:15:00;7,25000
22.01.2017;22:30:00;7,50000
22.01.2017;22:45:00;7,25000
22.01.2017;23:00:00;7,00000
22.01.2017;23:15:00;7,25000
22.01.2017;23:30:00;7,50000
22.01.2017;23:45:00;7,50000
23.01.2017;00:00:00;7,00000
23.01.2017;00:15:00;7,25000
23.01.2017;00:30:00;7,25000
23.01.2017;00:45:00;7,00000
23.01.2017;01:00:00;7,50000
23.01.2017;01:15:00;7,00000
23.01.2017;01:30:00;7,50000
23.01.2017;01:45:00;7,25000
23.01.2017;02:00:00;7,25000
23.01.2017;02:15:00;7,25000
23.01.2017;02:30:00;7,50000
23.01.2017;02:45:00;7,25000
23.01.2017;03:00:00;7,50000
23.01.2017;03:15:00;7,00000
23.01.2017;03:30:00;7,25000
23.01.2017;03:45:00;7,25000
23.01.2017;04:00:00;7,50000
23.01.2017;04:15:00;7,25000
23.01.2017;04:30:00;7,25000
23.01.2017;04:45:00;7,00000
23.01.2017;05:00:00;7,25000
23.01.2017;05:15:00;7,50000
23.01.2017;05:30:00;7,25000
23.01.2017;05:45:00;7,75000
23.01.2017;06:00:00;9,00000
23.01.2017;06:15:00;11,50000
23.01.2017;06:30:00;12,25000
23.01.2017;06:45:00;13,50000
23.01.2017;07:00:00;14,25000
23.01.2017;07:15:00;13,75000
23.01.2017;07:30:00;14,00000
23.01.2017;07:45:00;14,50000
23.01.2017;08:00:00;15,00000
23.01.2017;08:15:00;15,50000
23.01.2017;08:30:00;14,00000
23.01.2017;08:45:00;13,75000
23.01.2017;09:00:00;14,25000
23.01.2017;09:15:00;14,75000
23.01.2017;09:30:00;14,25000
23.01.2017;09:45:00;14,75000
23.01.2017;10:00:00;15,00000
23.01.2017;10:15:00;14,25000
23.01.2017;10:30:00;14,50000
23.01.2017;10:45:00;14,50000
23.01.2017;11:00:00;14,00000
23.01.2017;11:15:00;14,50000
23.01.2017;11:30:00;14,00000
23.01.2017;11:45:00;14,25000
23.01.2017;12:00:00;14,75000
23.01.2017;12:15:00;14,50000
23.01.2017;12:30:00;15,00000
23.01.2017;12:45:00;14,25000
23.01.2017;13:00:00;15,00000
23.01.2017;13:15:00;15,25000
23.01.2017;13:30:00;15,00000
23.01.2017;13:45:00;14,25000
23.01.2017;14:00:00;14,50000
23.01.2017;14:15:00;15,00000
23.01.2017;14:30:00;14,25000
23.01.2017;14:45:00;13,75000
23.01.2017;15:00:00;13,75000
23.01.2017;15:15:00;13,75000
23.01.2017;15:30:00;13,50000
23.01.2017;15:45:00;13,25000
23.01.2017;16:00:00;12,75000
23.01.2017;16:15:00;13,00000
23.01.2017;16:30:00;12,50000
23.01.2017;16:45:00;13,25000
23.01.2017;17:00:00;13,00000
23.01.2017;17:15:00;13,50000
23.01.2017;17:30:00;13,75000
23.01.2017;17:45:00;13,25000
23.01.2017;18:00:00;12,75000
23.01.2017;18:15:00;12,00000
23.01.2017;18:30:00;10,75000
23.01.2017;18:45:00;10,75000
23.01.2017;19:00:00;10,50000
23.01.2017;19:15:00;10,50000
23.01.2017;19:30:00;10,50000
23.01.2017;19:45:00;9,75000
23.01.2017;20:00:00;10,25000
23.01.2017;20:15:00;9,75000
23.01.2017;20:30:00;9,00000
23.01.2017;20:45:00;9,25000
23.01.2017;21:00:00;9,25000
23.01.2017;21:15:00;9,00000
23.01.2017;21:30:00;8,50000
23.01.2017;21:45:00;8,50000
23.01.2017;22:00:00;8,50000
23.01.2017;22:15:00;8,25000
23.01.2017;22:30:00;8,50000
23.01.2017;22:45:00;8,75000
23.01.2017;23:00:00;7,50000
23.01.2017;23:15:00;7,00000
23.01.2017;23:30:00;7,00000
23.01.2017;23:45:00;7,00000
24.01.2017;00:00:00;7,25000
24.01.2017;00:15:00;7,00000
24.01.2017;00:30:00;7,00000
24.01.2017;00:45:00;7,00000
24.01.2017;01:00:00;7,00000
24.01.2017;01:15:00;7,00000
24.01.2017;01:30:00;7,00000
24.01.2017;01:45:00;6,75000
24.01.2017;02:00:00;7,25000
24.01.2017;02:15:00;7,00000
24.01.2017;02:30:00;7,00000
24.01.2017;02:45:00;7,25000
24.01.2017;03:00:00;7,25000
24.01.2017;03:15:00;7,50000
24.01.2017;03:30:00;7,25000
24.01.2017;03:45:00;7,25000
24.01.2017;04:00:00;7,50000
24.01.2017;04:15:00;7,25000
24.01.2017;04:30:00;7,25000
24.01.2017;04:45:00;7,25000
24.01.2017;05:00:00;7,00000
24.01.2017;05:15:00;7,50000
24.01.2017;05:30:00;7,00000
24.01.2017;05:45:00;8,50000
24.01.2017;06:00:00;9,75000
24.01.2017;06:15:00;10,75000
24.01.2017;06:30:00;11,50000
24.01.2017;06:45:00;12,75000
24.01.2017;07:00:00;13,00000
24.01.2017;07:15:00;13,50000
24.01.2017;07:30:00;13,75000
24.01.2017;07:45:00;13,00000
24.01.2017;08:00:00;13,25000
24.01.2017;08:15:00;12,75000
24.01.2017;08:30:00;13,25000
24.01.2017;08:45:00;13,50000
24.01.2017;09:00:00;13,75000
24.01.2017;09:15:00;13,50000
24.01.2017;09:30:00;14,50000
24.01.2017;09:45:00;14,25000
24.01.2017;10:00:00;14,75000
24.01.2017;10:15:00;14,00000
24.01.2017;10:30:00;14,75000
24.01.2017;10:45:00;14,25000
24.01.2017;11:00:00;15,00000
24.01.2017;11:15:00;14,75000
24.01.2017;11:30:00;14,50000
24.01.2017;11:45:00;15,00000
24.01.2017;12:00:00;15,00000
24.01.2017;12:15:00;15,00000
24.01.2017;12:30:00;14,25000
24.01.2017;12:45:00;14,00000
24.01.2017;13:00:00;14,00000
24.01.2017;13:15:00;14,50000
24.01.2017;13:30:00;13,75000
24.01.2017;13:45:00;13,75000
24.01.2017;14:00:00;13,50000
24.01.2017;14:15:00;13,25000
24.01.2017;14:30:00;13,50000
24.01.2017;14:45:00;13,75000
24.01.2017;15:00:00;13,75000
24.01.2017;15:15:00;13,75000
24.01.2017;15:30:00;14,25000
24.01.2017;15:45:00;14,25000
24.01.2017;16:00:00;13,75000
24.01.2017;16:15:00;12,75000
24.01.2017;16:30:00;13,50000
24.01.2017;16:45:00;13,25000
24.01.2017;17:00:00;13,75000
24.01.2017;17:15:00;13,25000
24.01.2017;17:30:00;13,50000
24.01.2017;17:45:00;12,50000
24.01.2017;18:00:00;11,75000
24.01.2017;18:15:00;10,75000
24.01.2017;18:30:00;10,50000
24.01.2017;18:45:00;9,75000
24.01.2017;19:00:00;10,00000
24.01.2017;19:15:00;9,25000
24.01.2017;19:30:00;9,25000
24.01.2017;19:45:00;9,50000
24.01.2017;20:00:00;9,50000
24.01.2017;20:15:00;9,25000
24.01.2017;20:30:00;9,25000
24.01.2017;20:45:00;9,00000
24.01.2017;21:00:00;9,25000
24.01.2017;21:15:00;9,25000
24.01.2017;21:30:00;9,00000
24.01.2017;21:45:00;9,50000
24.01.2017;22:00:00;8,50000
24.01.2017;22:15:00;8,00000
24.01.2017;22:30:00;7,75000
24.01.2017;22:45:00;7,75000
24.01.2017;23:00:00;7,50000
24.01.2017;23:15:00;7,75000
24.01.2017;23:30:00;7,00000
24.01.2017;23:45:00;7,00000
25.01.2017;00:00:00;7,00000
25.01.2017;00:15:00;7,25000
25.01.2017;00:30:00;7,25000
25.01.2017;00:45:00;7,75000
25.01.2017;01:00:00;7,50000
25.01.2017;01:15:00;7,50000
25.01.2017;01:30:00;7,50000
25.01.2017;01:45:00;7,25000
25.01.2017;02:00:00;7,25000
25.01.2017;02:15:00;7,50000
25.01.2017;02:30:00;7,25000
25.01.2017;02:45:00;7,50000
25.01.2017;03:00:00;7,25000
25.01.2017;03:15:00;7,50000
25.01.2017;03:30:00;7,25000
25.01.2017;03:45:00;7,50000
25.01.2017;04:00:00;7,50000
25.01.2017;04:15:00;7,25000
25.01.2017;04:30:00;7,50000
25.01.2017;04:45:00;7,25000
25.01.2017;05:00:00;7,50000
25.01.2017;05:15:00;7,25000
25.01.2017;05:30:00;7,50000
25.01.2017;05:45:00;8,25000
25.01.2017;06:00:00;8,75000
25.01.2017;06:15:00;11,50000
25.01.2017;06:30:00;12,75000
25.01.2017;06:45:00;12,50000
25.01.2017;07:00:00;13,25000
25.01.2017;07:15:00;12,75000
25.01.2017;07:30:00;12,50000
25.01.2017;07:45:00;12,75000
25.01.2017;08:00:00;13,50000
25.01.2017;08:15:00;13,25000
25.01.2017;08:30:00;14,75000
25.01.2017;08:45:00;14,25000
25.01.2017;09:00:00;14,25000
25.01.2017;09:15:00;15,00000
25.01.2017;09:30:00;15,00000
25.01.2017;09:45:00;14,25000
25.01.2017;10:00:00;15,25000
25.01.2017;10:15:00;14,75000
25.01.2017;10:30:00;14,50000
25.01.2017;10:45:00;14,50000
25.01.2017;11:00:00;14,75000
25.01.2017;11:15:00;15,25000
25.01.2017;11:30:00;14,75000
25.01.2017;11:45:00;14,50000
25.01.2017;12:00:00;14,25000
25.01.2017;12:15:00;14,75000
25.01.2017;12:30:00;14,00000
25.01.2017;12:45:00;14,25000
25.01.2017;13:00:00;15,25000
25.01.2017;13:15:00;14,50000
25.01.2017;13:30:00;14,50000
25.01.2017;13:45:00;15,25000
25.01.2017;14:00:00;14,50000
25.01.2017;14:15:00;14,25000
25.01.2017;14:30:00;14,50000
25.01.2017;14:45:00;14,00000
25.01.2017;15:00:00;13,75000
25.01.2017;15:15:00;13,75000
25.01.2017;15:30:00;13,75000
25.01.2017;15:45:00;13,50000
25.01.2017;16:00:00;13,50000
25.01.2017;16:15:00;14,00000
25.01.2017;16:30:00;13,75000
25.01.2017;16:45:00;13,75000
25.01.2017;17:00:00;14,00000
25.01.2017;17:15:00;14,50000
25.01.2017;17:30:00;13,00000
25.01.2017;17:45:00;13,25000
25.01.2017;18:00:00;11,75000
25.01.2017;18:15:00;10,25000
25.01.2017;18:30:00;9,50000
